,index,Utterance,Label
1105,237,बरोबर है!,non-humor
1106,238,आश्वासन देने के लिए ही होता है पूरा करने के लिए नहीं।,humor
1107,239,"अरे ओ, केशव धोंडोबा कुलकर्णी",humor
1108,240,तुम औरतों की ताकत नहीं जानते!,humor
1109,241,देखना कल शाम तक झोपड़ पट्टी हटेगी मतलब हटेगी!,humor
1110,242,नहीं हटेगी नहीं हटेगी!,non-humor
1111,243,झोपड़ पट्टी नहीं हटेगी! नहीं हटेगी!,humor
1112,244,क्या? अरे ये क्या बोल रही हो?,non-humor
1113,245,मैंने अभी तक मिठाई का डिब्बा खोला भी नहीं! पिंकी,humor
1114,246,हां खोलो भी मत! और मिठाई का डिब्बा वापस कर दो।,humor
1115,247,क्यों?,non-humor
1116,248,झोपड़ पट्टी कहीं नहीं जाने वाली!,non-humor
1117,249,अरे लेकिन क्यों?,non-humor
1118,250,मुझे अभी अभी खबर मिली है,non-humor
1119,251,कि शांति नगर झोपड़ पट्टी बचाने के लिए कोई भूख हड़ताल पर बैठने वाला है!,non-humor
1120,252,कौन?,non-humor
1121,253,कौन?,non-humor
1122,254,"वही? तुम्हारी पड़ोसन! छम्मकछल्लो, प्रेमा शालिनी!",humor
1123,255,क्या?,humor
1124,256,वह अकेली क्या कर सकती है?,humor
1125,257,"हे, कोकिला केशव कुलकर्णी",humor
1126,258,तुम हीरोइन की ताकत को जानती नहीं हो!,humor
1127,260,"वॉट? केशू जी, ये आप क्या कह रहे हैं?",non-humor
1128,261,अच्छा हुआ कि आपने मुझे बता दिया।,non-humor
1129,262,थैंक्यू।,humor
1130,263,डॉल! डॉल!,non-humor
1131,264,यश।,non-humor
1132,265,डॉल ये मैं क्या सुन रहा हूं? डॉल,non-humor
1133,266,क्या सुन रहे हो?,non-humor
1134,267,कि तुम भूख हड़ताल करने वाली हो!,non-humor
1135,268,ओ यश!,non-humor
1136,269,"कल से, तुम सिर्फ अपने लिए खाना बनाना",humor
1137,270,मेरे लिए नहीं।,humor
1138,271,अरे डॉल लेकिन मामला क्या है?,non-humor
1139,272,"मामला ये है कि मुझे एक फिल्म मिली है, जिसमें मुझे रोल करना है",non-humor
1140,273,गरीब औरत का।,non-humor
1141,274,अरे तो फटे हुए कपड़े पहन लेती ना।,humor
1142,275,"दिल, मेरे डायरेक्टर ने बोला, फटे हुए कपड़े में, मैं और भी सुंदर लगती हूं।",humor
1143,276,"ओ डॉल, आई एम सो कनफ्यज्ड!",non-humor
1144,277,केशू जी कह रहे थे कि तुम झोपड़ पट्टी के लिए  भूख हड़ताल पर जा रही हो।,non-humor
1145,278,ओ झोपड़ पट्टी।,non-humor
1146,279,या या! वहां ना मेरा स्पॉट बॉय रहता है। विजय,non-humor
1147,280,कल वो मेरे पास आया और बोला मैडम मेरा कोई झोपड़ा गिरा रहा है।,humor
1148,281,"मैंने उससे कहा, 'विजय, चिंता मत करो'!",non-humor
1149,282,"जब तक मैं हूँ, तुम्हारा झोपड़ा कोई नहीं गिरा सकता!'",non-humor
1150,283,"तुम्हारे लिए लड़ूगी, तुम्हारे लिए भूख हड़ताल करुगी।'",humor
1151,284,तुम्हारे लिए मैं ..',humor
1152,285,शाबाश शाबाश ..,humor
1153,286,अच्छी स्पीच थी ना?,humor
1154,287,"डॉल, लवली स्पीच!",non-humor
1155,288,लेकिन इसका क्या फायदा है?,non-humor
1156,289,इसके दो फायदे होंगे।,non-humor
1157,290,कौन कौन से?,non-humor
1158,291,एक तो ऐसा करने से फिल्म के लिए मेरा वजन कम हो जाएगा।,non-humor
1159,292,"और दूसरा, समाज में मेरा वजन बढ़ जाएगा।",humor
1160,293,समाज में मेरा वजन बढ़ जाएगा। क्या फायदा?,non-humor
1161,294,"दिल, दूर की सोचो।",humor
1162,295,कल को अगर मेरी ऐक्टिंग फ्लॉप हो गई तो,non-humor
1163,296,मैं पॉलिटिक्स में फिट हो जाउंगी।,non-humor
1164,297,"ओ या डॉल, आई कैन सी इट।",humor
1165,298,"प्रेमा शालिनी, जिंदाबाद!",humor
1166,299,जब तक सूरज चाँद रहेगा प्रेमा शालिनी तेरा नाम रहेगा!,humor
1167,300,वोट फॉर कोकी जी!,humor
1168,301,दिल!,non-humor
1169,302,वोट फॉर प्रेमा शालिनी,non-humor
1170,304,"भाइयों बहनों, मुझे आज तक लगता था",non-humor
1171,305,कि बड़े बड़े फ्लैटो में और बंगलों में रहने वाले लोगों के दिलों में,non-humor
1172,306,हम गरीब झोपड़ पट्टी वालों के लिए कोई जगह नहीं होती,humor
1173,307,"लेकिन, आज ।।",non-humor
1174,308,"आज, मसहूर अभिनेत्री प्रेमा शालिनी जी ने यहां आकर इस बात को झूट साबित कर दिया है",non-humor
1175,309,तालियां।,humor
1176,310,"हमारा शांति नगर , हमारी ये झोपड़ पट्टी बरकरार रहे, इसके लिए मशहूर अदाकारा प्रेमा शालिनी आज से भूख हड़ताल पर बैठ रही है",non-humor
1177,311,और दिलरुबा जी... तालियां,humor
1178,312,अब मैं मसहूर अभिनेत्री प्रेमा शालिनी जी अनुरोध करुंगा,non-humor
1179,313,कि वो आप लोगों के बीच दो शब्द बोलें।,non-humor
1180,314,तालियां तालियां।,non-humor
1181,315,भइओ और बहेनो ..,non-humor
1182,316,तालियां।,humor
1183,317,शांत हो जाइए शांत हो जाइए।,humor
1184,318,"शांत हो जाओ शांत हो जाओ, शांत हो जाओ।",humor
1185,319,बीच में मत बजाओ ताली।,humor
1186,320,"वैसे तो, मुझे भाषण देने की आदत नहीं है",non-humor
1187,321,क्योकि मैं सिर्फ लिखे हुए और रटे हुए डायलॉग्स ही बोलती हूं।,humor
1188,322,"लेकिन आज, मैं आप सब के लिए भूख हड़ताल करुगी",non-humor
1189,323,तालियां।,non-humor
1190,324,शांत हो जाइएं। शांत हो जाइएं।,humor
1191,325,मैं ऐक्टिंग नहीं कर रही हूं।,humor
1192,326,और एक बात मैं आप सबको कहना चाहती हूं,non-humor
1193,327,कि जब तक,humor
1194,328,कोई भी नेता,non-humor
1195,329,खुद यहाँ आकर आप सब को आश्वासन नहीं देता,non-humor
1196,330,कि शाति नगर का एक भी झोपड़ा नहीं गिराया जाएगा,non-humor
1197,331,"तब तक, मेरा अनशन समाप्त नहीं होगा।",humor
1198,332,तालियां। तालियां।,non-humor
1199,333,तालियां।,non-humor
1200,334,"प्रेमा जी, बधाई हो।",non-humor
1201,335,धन्यवाद।,non-humor
1202,336,प्रेमा जी आपके लिए कुछ खाने के लिए लाऊ?,humor
1203,337,हां।,humor
1204,338,ना .. मैं मैं ।।,non-humor
1205,339,आप कैसी बात कर रहे हैं? केशू जी,non-humor
1206,340,"नहीं नहीं, कुछ भेल पूरी, पानी पूरी, उपमा?",non-humor
1207,341,"केशू जी, मैं भूख हड़ताल पर हूँ।",humor
1208,342,"प्रेमा जी, ये लोग आपके साथ ।।",non-humor
1209,343,आपके कुछ फोटोग्राफ्स लेना चाहते हैं,non-humor
1210,344,आइये। आइये। आइये।,humor
1211,346,शू फोटो।,non-humor
1212,347,"ऐ बॉम्बेवाला, किसकी फोटो है?",non-humor
1213,348,प्रेमा शालिनी की।,non-humor
1214,349,दिखाओ! दिखाओ!,humor
1215,350,ओ जीज़ज़!,non-humor
1216,351,उसमें कौन सी नई बात है?,non-humor
1217,352,प्रेमा शालिनी की रोज अखबार में फोटो आती है।,non-humor
1218,353,अरे पर इस बार कुलकर्णी की फोटो भी हैं।,humor
1219,354,वॉट?,non-humor
1220,355,हाँ।,non-humor
1221,356,दिखा। दिखा। दिखा।,non-humor
1222,357,प्रेमा शालिनी की  अनिश्चितकाल के लिए  भूख हड़ताल,non-humor
1223,358,लेकिन काहे कर रही है प्रेमा शालिनी भूख हड़ताल?,non-humor
1224,359,गरीबों की झोपड़ पट्टी बचाने के लिए।,non-humor
1225,360,अइयो! कुलकर्णी अन्ना क्या झोपड़ पट्टी में रहता?,humor
1226,361,अभी तक तो नहीं।,non-humor
1227,362,लेकिन अब रहने लगेगा।,humor
1228,363,हममममम..,non-humor
1229,365,थर्ड क्लास!,non-humor
1230,366,"थर्ड क्लास आदमी हो तुम, कुलकर्णी!",humor
1231,367,"मैं मीडिल क्लास आदमी हूं, सर।",humor
1232,368,अरे तुम्हारा तो कोई क्लास ही नहीं है।,humor
1233,369,अभी आपने कहा ना थर्ड क्लास।,humor
1234,370,शट अप!,non-humor
1235,371,आह!,non-humor
1236,372,"ये क्या है, कुलकर्णी?",non-humor
1237,373,"अखबार है सर, बचपन में ही सिखाया हमें।",humor
1238,374,ये तो मुझे भी पता है,non-humor
1239,375,अरे पर मेरी प्रेमा जी भूख हड़ताल पर बैठी हैं तुमने मुझे बताया तक नहीं।,humor
1240,376,"सॉरी, सर।",non-humor
1241,377,केशू।,non-humor
1242,378,सर?,non-humor
1243,379,"आज शाम को मेरी तरफ से, प्रेमा जी के लिए तुम मैसमी का जूस ले जाना।",humor
1244,380,"मौसमी का जूस लेकर नहीं जा सकते, सर।",non-humor
1245,381,क्यों?,non-humor
1246,382,"सर, मौसमी का जूस तो तब दिया जाता है जब",non-humor
1247,383,भूख हड़ताल समाप्त होती है।,non-humor
1248,384,और वो भी कोई लीडर ही दे सकता है।,non-humor
1249,385,"मेरे जैसा थर्ड क्लास आदमी नहीं, सर।",humor
1250,386,हाय भगवान्!,non-humor
1251,387,हां! तो तुम मेरी तरफ से फूलों का गुलदस्ता ले जाना।,non-humor
1252,388,"फूलों का गुलदस्ता भी नहीं ले जा सकते, सर।",non-humor
1253,389,क्यों?,non-humor
1254,390,झोपड़ पट्टी वालों ने फूल देने से मना किया है।,non-humor
1255,391,अब क्या हुआ?,non-humor
1256,392,"सर, पिछली बार झोपड़ पट्टी वालों के लिए एक अभिनेत्री ने  भूख हड़ताल की थी",non-humor
1257,393,किसी ने उसे फूलों का हार पहनाया था।,non-humor
1258,394,भूख के मारे बेचारी सारे गेंदे के फूल खा गई गाय की तरह।,humor
1259,395,इसका मतलब मेरी प्रेमा जी भूखी रहेंगी।,humor
1260,396,हां।,non-humor
1261,397,मेरी प्रेमा जी भूखी रहेगी।,humor
1262,399,"डॉल, ये तुम क्या कर रही हो? क्या हो गया तुम्हें?",non-humor
1263,400,"दिल, मेरे पास आना।",non-humor
1264,401,अभी इसी वक्त?,humor
1265,402,शट अप दिल।,non-humor
1266,403,मुझे कुछ कहना है।,non-humor
1267,404,हां बोलो।,non-humor
1268,405,मेरे लिए कुछ खाने को लेकर आओ।,humor
1269,406,शी!,non-humor
1270,407,क्या शी?,non-humor
1271,408,जाओ कुछ लेकर आओ खाने के लिए।,non-humor
1272,409,"डॉल, तुम्हारे अनशन को शुरु हुए 24 घंटे भी नहीं हुए।",humor
1273,410,बातें कम करो और खाने को कुछ लेकर आओ।,non-humor
1274,411,"डॉल, ये तुम क्या कर रही हो? डॉल",non-humor
1275,412,तुम भूख हड़ताल पर हो।,non-humor
1276,413,अरे नेता आएगा तुम्हारा अनशन तोड़ेगा,humor
1277,414,फिर हर एक न्यज पेपर में तुम्हारी फोटोग्राफ छपेगी।,non-humor
1278,415,या।,humor
1279,416,पॉलीटिक्स में ज्वाइन करने के लिए ये सब करना पड़ता है।,non-humor
1280,417,मैं जब भूख से मर जाउंगी तब फोटो छापेंगी?',humor
1281,0,"क्या कर रहे हो, दिल?",non-humor
1282,1,पनीर टिक्का'।,humor
1283,2,मैं यहाँ भूखी प्यासी बैठी हूँ,non-humor
1284,3,और तुम 'पनीर टिक्का' खा रहे हो।,non-humor
1285,4,"डॉल, तुम भूखी प्यासी नहीं बैठी हो।",humor
1286,5,तुम भूख हड़ताल पर बैठी हो।,humor
1287,6,"तो, तुम मेरा साथ नहीं दोगे?",non-humor
1288,7,"नहीं, मुझे कहां तुम्हारी तरह पतली हीरोइन बननी है।",humor
1289,8,दिल .. थोड़ा दो ना।,humor
1290,9,उहू।,non-humor
1291,10,दिल ।।,non-humor
1292,11,प्लीज।,non-humor
1293,12,अच्छा बाबा। देता हूं।,non-humor
1294,13,बच्चों..,non-humor
1295,14,"या अच्छो .. मेरा मतलब है, यहाँ आना।",humor
1296,15,यहां छुपा दो नीचे छुपा दो। इन्हें मत दिखाना।,non-humor
1297,16,देता हूँ देता हूँ ..,non-humor
1298,17,"बच्चों, ये लो। आपस में मिलबाटकर का लेना या।",humor
1299,18,ओह!,non-humor
1300,19,"ये तुमने क्या किया, दिल?",non-humor
1301,20,मैं यहाँ भूखी प्यासी बैठी हूं तुमने उन बच्चों को ।।,non-humor
1302,21,"बच्चों, मत खाना। मत, खाना बच्चों ..",humor
1303,22,"डॉल, अगर गरीबों बच्छों को खिलाऊंगा",non-humor
1304,23,मुझे दुआएं मिलेंगी।,non-humor
1305,24,और अगर मैं तुम्हें खिलाउगा,non-humor
1306,25,तो मुझे पब्लिक की जुतिया पड़ेगी।,humor
1307,26,शी।,humor
1308,27,"डॉल, लगता है मेरा हाउस फुल हो गया स्टमक इज़ फुल पेट भर गया।",humor
1309,28,मुझे बहुत नींद आ रही है।,non-humor
1310,29,"मैं घर चलता हूं, या?",humor
1311,30,"डॉल, कल सुबे ब्रेकफास्ट में ना",non-humor
1312,31,"मैं फ्रेंच टोस्ट, चीज़ सैंडविच",non-humor
1313,32,"वड़ा, सांभर, डोसा, 'मेडु वड़ा'।",non-humor
1314,33,"मैं सब खा के ना, तुम्हारे पास आऊँगा, या?",humor
1315,34,"डॉल, गुड नाइट।",humor
1316,35,इह।,humor
1317,36,भूख हड़ताल। प्रेमा शालिनी जिंदाबाद!,humor
1318,37,शुभ रात्रि।,non-humor
1319,38,शुभ रात्रि।,non-humor
1320,40,नाइस सारी।,non-humor
1321,41,या या।,non-humor
1322,42,सारी फॉर डिस्टरबेंस।,humor
1323,43,जाओ मिम लो।,non-humor
1324,44,बाटो आपस में सुख दुख की बातें।,humor
1325,45,चलो जाओ।,non-humor
1326,46,आपको कोई परेशानी नहीं?,non-humor
1327,47,मी वाय?,non-humor
1328,48,मैं भी थोड़ी ना अपने  घर जा रहा हूँ। या,humor
1329,49,बाय।,non-humor
1330,51,केशू जी आप।,non-humor
1331,52,"हैलो, प्रेमा जी।",non-humor
1332,53,"हाउ आर यू, प्रेमा जी?",humor
1333,54,आई एम नॉट गुड औट ऑल,non-humor
1334,55,केशू जी। बट थैंक्यू फॉर आस्किंग।,non-humor
1335,56,क्यों?,non-humor
1336,57,केशू जी,non-humor
1337,58,अगर मुझे खाना नहीं मिला ना,non-humor
1338,59,तो मैं भूख के मारे पागल हो जाऊंगी।,non-humor
1339,60,"नहीं नहींनहींनहीं, प्रेमा जी .. आप पागल मत होना",non-humor
1340,61,"वरना, मैं पागल हो जाऊंगा।",humor
1341,62,आईडिया!,non-humor
1342,63,मैं ऐसा करता हूं आपके लिए खाने का इंतजाम करता हूं।,non-humor
1343,64,रीयलि?,non-humor
1344,65,प्रेमा जी,non-humor
1345,66,एनी स्पेशल डिश?,non-humor
1346,67,वाटएवर यू विश।,non-humor
1347,68,वाटएवर आई विश?,humor
1348,69,"देन, आई विल गेट यू सम फिश।",humor
1349,70,"केशू जी, जल्दी आना।",non-humor
1350,71,केशू जी .. अगर फिश ना मिले ना,non-humor
1351,72,तो मूंगफली लाना। कुछ भी ले आना।,non-humor
1352,73,लेकिन जल्दी आना।,humor
1353,74,डोन्ट यू वरी।,non-humor
1354,76,"कोटि', 'रोकी' ..",humor
1355,77,क्या?,non-humor
1356,78,"कोटि', 'रोकी' ..",humor
1357,79,केशू ।।,non-humor
1358,80,"अरे, कौन है?",non-humor
1359,81,"अरे जो भी है, रोटी।",humor
1360,82,ला रही हूं ना।,non-humor
1361,83,रोकी' 'कोटि' क्या है?,humor
1362,84,"चिंटू बेटा, खाना हो गया?",non-humor
1363,85,तो यहाँ क्यों बैठा है?,non-humor
1364,86,मेरा घर है।,humor
1365,87,जा जाके मम्मी को बोल रोटी चाहिए पापा को। जा।,non-humor
1366,88,मम्मी!,non-humor
1367,89,उधर जा के बोल। तेरा घर है। जा।,humor
1368,90,म्ममी ..,non-humor
1369,91,हाँ।,non-humor
1370,92,पापा को और रोटियाँ चाहिए।,non-humor
1371,93,क्या!,non-humor
1372,94,केशू,non-humor
1373,95,क्या हुआ?,non-humor
1374,96,मस्त।,humor
1375,97,ए तुमने दोपहर को खाना नहीं खाया था क्या?,non-humor
1376,98,"नही, खाया था बरोबर खाया था।",non-humor
1377,99,"तो फिर, ऐसे कैसे भूख लगी तुम्हें?",non-humor
1378,100,ये 12 वीं रोटी है तुम्हारी।,humor
1379,101,कोकी,non-humor
1380,102,तुम मेरी रोटियां गिन रही हो?,non-humor
1381,103,अरे नहीं नहीं .. मेरे कहने का मतलब ऐसा है केशू कि कहीं तुम्हें ..,non-humor
1382,104,"कोकी, तुम्हारे हाथ का खाना है ही इतना स्वादिष्ट",non-humor
1383,105,कि जी नहीं भरता यू नो।,humor
1384,106,अरे वाह!,non-humor
1385,107,मेरे खाने की तारीफ पहली बार।,non-humor
1386,108,"कोकी, वो हमारे ऑफिस में मंथली मेडीकल चेकअप होता है ना",non-humor
1387,109,हाँ।,non-humor
1388,110,वो डॉक्टर डायना आई थी। वो बड़ी क्रीएटिव डॉक्टर है ना।,non-humor
1389,111,उसने बोला ए केशव कुलकर्णी तुम अंडरवेट छै।,non-humor
1390,112,रोटली वढ़ारेखा वजन वढ़ार।,non-humor
1391,113,"केशू, तुम कहीं से अंडरवेट दिख नहीं रहे हो।",humor
1392,114,बाहर से तो ठीक ठाक लग रहे हो मुझे।,non-humor
1393,115,"नहीं, वो डॉ। डायना ने बोला कि ये अंदर की बात है।",humor
1394,116,अंदर से मैं अंडरवेट हूं और बाहर से..,humor
1395,117,बाहर से क्या?,non-humor
1396,118,खोखला हूं।,humor
1397,119,अरे जरूर कोई गलतफहमी हुई होगी। डॉ डायना से पूछना,non-humor
1398,120,कहीं पेट में वम्स वगैरह तो नहीं हैं ..,humor
1399,121,कोकी!,non-humor
1400,122,तुम वजन बढ़ाने में मेरी मदद करोगी,non-humor
1401,123,या बातें ही करती रहोगी? जाओ जाकर जल्दी रोटियां लेकर आओ।,non-humor
1402,124,"अरे पर इतनी रोटियां खाओगे, तो पेट फट जाएगा।",humor
1403,125,कुछ नहीं होगा। मैं बाहर जा के 5 चक्कर लगाउगा,non-humor
1404,126,सब हजम हो जाएगा।,non-humor
1405,127,तुम जाओ और  रोटियाँ लेकर आओ।,non-humor
1406,128,वरना मैं खोखला हो जाऊंगा।,humor
1407,129,अकु बाई! नहीं न..,non-humor
1408,130,खा लो .. मैं अभी लाई।,non-humor
1409,131,"ए, भाई जा।",non-humor
1410,132,रोटी ले कर आ। जल्दी जा।,non-humor
1411,133,पापा को वजन बढ़ाना है।,humor
1412,135,ये मच्छर ना।।,non-humor
1413,136,"सॉरी, केशू जी। सॉरी सॉरी सॉरी सॉरी..",non-humor
1414,137,आप बैठिए बैठिए।,non-humor
1415,138,कुछ लाए?,non-humor
1416,139,"प्रेमा जी, सॉरी। फिश  नहीं मिली।",non-humor
1417,140,लेकिन रोटी सब्जी है। चलेगा?,non-humor
1418,141,क्या!,non-humor
1419,142,धीरे धीरे..,non-humor
1420,143,"सब लोग जाग जाएंगे, प्रेमा जी।",non-humor
1421,144,कहाँ है कहाँ है?,non-humor
1422,145,मेरी जेब में। आप खाइए।,non-humor
1423,146,जेब से?,non-humor
1424,147,आप खाइए। मैं पहरा देता हूं।,humor
1425,148,आइये आइये। चलिए।,humor
1426,149,मैं कराता हूं ना बात टेंशन मत लिजिए।,non-humor
1427,150,"प्रेमा जी, ये कुछ पत्रकार लोग हैं। आपका इन्टरव्यू लेना चाहते हैं।",non-humor
1428,151,नहीं .. प्रेमा जी बहुत भूखी है।,humor
1429,152,"मतलब, प्रेमा जी बहुत थकी है। उनको आराम की सख्त जरुरत है।",humor
1430,153,मैडम मैडम ।।,non-humor
1431,154,अगर आप हमारे कुछ सवाल का जवाब दे देगी तो,non-humor
1432,155,बड़ी मेहरबानी होगी।,non-humor
1433,156,ठीक है।,non-humor
1434,157,मैडम 'हां' या 'ना' में जवाब देगी।,humor
1435,158,चलेगा?,non-humor
1436,159,चलेगा चलेगा चलेगा ..,non-humor
1437,160,"चलो चलो, जल्दी जल्दी।",non-humor
1438,161,"मैडम, क्या आपको सच में इन झोपड़पट्टी वालों से हमदर्दी है",non-humor
1439,162,कमाल है,non-humor
1440,163,हमदर्दी नहीं होती तो अनशन क्यों करतीं?,non-humor
1441,164,आप चुप रहिए। हमें इनसे बात करने दीजिए।,humor
1442,165,"मैडम, क्या सच में आपके दिल में झोपड़ पट्टी वासियों के लिए हमदर्दी है?",non-humor
1443,166,ये क्या था? इसका क्या मतलब?,non-humor
1444,167,"क्या मतलब, मतलब?",non-humor
1445,168,हाँ।,humor
1446,169,एक हिचकियां मतलब हां । लिखो।,humor
1447,170,अच्छा..,non-humor
1448,171,"मैडम, मेरा सवाल है.. आपसे कि",non-humor
1449,172,"कहीं आपके इस अनशन के पीछे कोई राजनीतिक उद्देश्य तो नहीं है, क्या आप?",non-humor
1450,173,अब इसका क्या मतलब है?,non-humor
1451,174,ना ना।,humor
1452,175,दो हिचकी मतलब 'ना' है। लिखो लिखो।,humor
1453,176,अच्छा..,non-humor
1454,177,"मैडम, मेरा अगला सवाल है आपसे.. क्या आप फिल्म लाइन छोड़कर",non-humor
1455,178,पॉलीटिक्स में जाना चाहती हैं?,non-humor
1456,179,हाँ।,humor
1457,180,ना ना।,humor
1458,181,हां .. ना .. 'हां' या 'ना'?,non-humor
1459,182,"हा ना दोनों लिखो।लिखो लिखो, जल्दी लिखो।",humor
1460,183,"अच्छा, मेरा अगला सवाल ।।",non-humor
1461,184,अब इसका क्या मतलब है?,non-humor
1462,185,हाँ। अरे इतना सिंपल है। समझ में नहीं आता?,humor
1463,186,"जाओ। जाओ। जाओ। विजय, ले जाओ।",humor
1464,187,क्या तुम लोग नहीं समझते कि वह क्या कह रही है?,non-humor
1465,188,थैंक गॉड गए गए।,non-humor
1466,189,"प्रेमा जी, आपका पेट भर गया?",non-humor
1467,190,"पेट तो भर गया, केशू जी।",non-humor
1468,191,लेकिन डर के मारे  खाने का स्वाद ही नहीं आया।,non-humor
1469,192,क्यों? आपको खाना अच्छा नहीं लगा?,non-humor
1470,193,"अरे नो नो नो, केशू जी। खाना तो अच्छा ही होगा।",non-humor
1471,194,"पर वो क्या है ना, 'रुमाली रोटी' ना मेरे गले में जरा फस सी गई थी।",non-humor
1472,195,"हा। रुमाली रोटी के साथ अक्सर, ऐसा होता है।",non-humor
1473,196,रुमाली रोटी'? रुमाली रोटी तो मैं लाया ही नहीं था।,humor
1474,197,ओ!,humor
1475,198,क्या हुआ?,non-humor
1476,199,प्रेमा जी वो 'रुमाली रोटी' नहीं थी।,non-humor
1477,200,तो?,non-humor
1478,201,वो मेरा रुमाल था।,humor
1479,202,आ!,non-humor
1480,204,"गजोधर भइया, अच्छे से गिन के रखना।",non-humor
1481,205,पिछली बार चिंटू के पापा की एक शर्ट गायब थी।,non-humor
1482,206,"बीबी जी, आपने तो दी ही नहीं थी।",humor
1483,207,अच्छा! झूठ बोल रहे हो।,non-humor
1484,208,उस दिन अपने बीवी को जो साइकिल पर घुमाने ले गए थे वही शर्ट पहनी थी ना,non-humor
1485,209,"सॉरी, बीबी जी। सॉरी।",non-humor
1486,210,कोकी ।।,non-humor
1487,211,कोकी कोकी कोकी ।।,non-humor
1488,212,कोकी।,non-humor
1489,213,क्या हुआ?,non-humor
1490,214,"कोकी कोकी कोकी, मुझे लगता है ना झोपड़ पट्टी वालों की जीत हो जाएगी।",non-humor
1491,215,अकु बाई! क्यों?,non-humor
1492,216,अरे आज प्रेमा शालिनी की भूख हड़ताल जारी है,non-humor
1493,217,चौथे दिन भी।,non-humor
1494,218,ओ हो दो दिन रुक जाओ।,non-humor
1495,219,भूख से बेजान प्रेमा शालिनी जो है ना,humor
1496,220,एकदम सीधे रास्ते पर आ जाएगी,humor
1497,221,"मुझे तो लगता है ना, प्रेमा शालिनी ने ना कोई टेड़ा रास्ता ही अपना रखा है।",non-humor
1498,222,मतलब?,non-humor
1499,223,"मतलब ये, कि कोई चोरी छुप्पे उसे खाना खिला रहा है।",humor
1500,224,"वरना, एक बात  बता। ये चौथे दिन भी प्रेमा शालिनी के गाल इतने लाल कैसे हैं?",non-humor
1501,225,वह रोज सुबह रोज़ लगाती है।,humor
1502,226,ऐ रोज लगाती है!,non-humor
1503,227,"वो रोज़ नहीं, वो झोपड़ पट्टी वालों चूना लगा रही है।",humor
1504,228,क्या मतलब?,non-humor
1505,229,बीबी जी!।,non-humor
1506,230,ये देखो साहब जी की जेब में क्या है!,non-humor
1507,231,रुमाल होगा।,non-humor
1508,232,रुमाल नहीं।,non-humor
1509,233,रोटी है। ये देखो।,non-humor
1510,234,क्या!,humor
1511,235,रोटी?,non-humor
1512,236,हाँ।,non-humor
1513,237,केशू!,humor
1514,239,"चिंटू, अच्छे से खाना।",non-humor
1515,240,खा।,non-humor
1516,241,"क्या हुआ, केशू?",humor
1517,242,"नहीं कल, तो तुम 14-15 रोटियां खा गए आज, कुछ भी नहीं खा रहे हो।",humor
1518,243,अंदर का वेट नहीं बढ़ाना है?,humor
1519,244,नहीं नहीं .. बढ़ाना है बढ़ाना है।,humor
1520,245,"वो क्या है ना, कोकी, तुम सामने खड़ी रहती हो ना",non-humor
1521,246,तो मैं ठीक से खा नही पाता।,non-humor
1522,247,क्यों?,non-humor
1523,248,"जैसे वो सर्कस का रिंग मास्टर, शेर के सामने खड़ा हो तो शेर बेचारा कैसे कुछ करेगा?",humor
1524,249,अकु बाई। कोई बात नहीं।,non-humor
1525,250,मैं चिंटू को लेकर अंदर जाती हूं।,humor
1526,251,सो कॉपरेटिव!,non-humor
1527,252,"चलो, चिंटू। अंदर चलो। चलो चलो बेटा",non-humor
1528,253,अचार!,humor
1529,254,क्या!,humor
1530,255,अचार खाओगे?,non-humor
1531,256,अचार।,non-humor
1532,257,अचार तो मैं चार हांथों से खाउंगा।,humor
1533,258,अकु बाई!,non-humor
1534,259,सारी रोटियां खत्म!,non-humor
1535,260,"क्या है ना, कोकी",non-humor
1536,261,"तुम सामने नहीं होती हो ना, तो रोटी खाने की रफ्तार मेरी तेज हो जाती है।",non-humor
1537,262,अच्छा है अच्छा है। तुम्हारा नाम ना जाना चाहिए,humor
1538,263,जीनियस वर्ल्ड बुक ऑफ रिकॉर्ड्स' में।,humor
1539,264,आहिस्ता आहिस्ता..,non-humor
1540,265,मैं चक्कर मार के आता हूं।,non-humor
1541,266,हा हा हा।,non-humor
1542,267,क्या हुआ पेट भर गया?,non-humor
1543,268,सस्त।,non-humor
1544,269,चक्कर मार के आता हूं।,non-humor
1545,270,"हां, लेकिन जाने से पहले अपना रुमाल ले के जाना।",non-humor
1546,271,चक्कर के साथ रुमाल का क्या लेना देना?,non-humor
1547,272,इसमें हमारा फायदा है ना।,non-humor
1548,273,फायदा?,non-humor
1549,274,"दूसरे दिन रुमाल की जगह जेब से, रोटियां निकलती है ना?",humor
1550,275,जेब से रुमाल की जगह रोटियां कैसे निकल सकती हैं?,non-humor
1551,276,कैसे? ऐसे!,humor
1552,278,"दिल, बहुत गर्मी है। बहुत गर्मी है!",non-humor
1553,279,"डॉल, तुम कहो तो तुम्हारे लिए आउटडोर में एसी लगवा दूं?",humor
1554,280,दिल,non-humor
1555,281,अब तो भूख भी बर्दाश्त नहीं होती।,non-humor
1556,282,"डॉल, मुझसे भी भूख बर्दाश्त नहीं होती।",humor
1557,283,लेकिन क्या है ना  ऐसे में इन्सान को हिम्मत से काम लेना चाहिए।,humor
1558,284,ऐसे।,non-humor
1559,285,स्टूपिड!,non-humor
1560,286,सात दिन से  हिम्मत से ही तो काम ले रही हूं।,non-humor
